Agency Name,Agent Name,Birth Date,Age,First,Last,Combined Names, COST 18-19 , PC 18-19 , COST 19-20 , PC 19-20 , COST 20-21 , PC 20-21 , COST 21-22 , PC 21-22 , COST 22-23 , PC 22-23 , COST 23-24 , PC 23-24 , Dollars Captured Above/ Below Value ,Value Capture %, Total Cost , Total PC 
"KO Sports, Inc.",Kurt Overhardt,07/31/1992,32,Ryan,Johansen,Ryan Johansen," $8,000,000 "," $7,030,231 "," $8,000,000 "," $3,971,200 "," $8,000,000 "," $2,909,289 "," $8,000,000 "," $7,262,973 "," $8,000,000 "," $2,785,263 "," $8,000,000 "," $2,257,584 "," $21,783,460 ",183%," $48,000,000 "," $26,216,540 "
"KO Sports, Inc.",Kurt Overhardt,02/17/1998,26,Max,Jones,Max Jones, $-   , $-   , $-   , $-   , $-   , $-   ," $1,100,000 "," $(354,998)"," $1,285,000 "," $(425,929)"," $1,500,000 "," $1,046,760 "," $3,619,167 ",1461%," $3,885,000 "," $265,833 "
"KO Sports, Inc.",Kurt Overhardt,09/24/1988,36,Steven,Kampfer,Steven Kampfer," $300,000 "," $699,883 "," $800,000 "," $587,913 "," $800,000 "," $1,178,341 ", $-   , $-   ," $300,000 "," $173,830 "," $225,000 "," $151,368 "," $(366,335)",87%," $2,425,000 "," $2,791,335 "
"KO Sports, Inc.",Kurt Overhardt,08/13/1994,30,Jujhar,Khaira,Jujhar Khaira," $700,000 "," $501,415 "," $1,100,000 "," $16,416 "," $1,300,000 "," $(400,411)"," $950,000 "," $(13,745)"," $1,000,000 "," $449,387 "," $305,793 "," $155,191 "," $4,647,540 ",756%," $5,355,793 "," $708,253 "
"KO Sports, Inc.",Kurt Overhardt,11/29/1994,30,Anton,Lindholm,Anton Lindholm, $-   , $-   ," $150,000 "," $280,767 "," $250,000 "," $16,160 ", $-   , $-   , $-   , $-   , $-   , $-   ," $103,073 ",135%," $400,000 "," $296,927 "
"KO Sports, Inc.",Kurt Overhardt,09/12/1996,28,Connor,Mackey,Connor Mackey, $-   , $-   , $-   , $-   , $-   , $-   ," $900,000 "," $298,015 "," $925,000 "," $36,500 "," $404,573 "," $94,836 "," $1,800,222 ",519%," $2,229,573 "," $429,351 "
"KO Sports, Inc.",Kurt Overhardt,01/05/1994,31,Dakota,Mermis,Dakota Mermis," $443,902 "," $251,423 "," $486,585 "," $1,287,248 "," $507,927 "," $94,890 "," $557,927 "," $310,045 "," $568,598 "," $205,988 "," $604,268 "," $633,464 "," $386,149 ",114%," $3,169,207 "," $2,783,058 "
"KO Sports, Inc.",Kurt Overhardt,05/09/1989,35,Riley,Nash,Riley Nash," $2,750,000 "," $1,188,177 "," $2,750,000 "," $2,291,706 "," $2,750,000 "," $672,907 "," $750,000 "," $178,004 ", $-   , $-   ," $775,000 "," $313,328 "," $5,130,878 ",210%," $9,775,000 "," $4,644,122 "
"KO Sports, Inc.",Kurt Overhardt,02/02/1994,31,Calle,Rosen,Calle Rosen, $-   , $-   ," $750,000 "," $410,592 "," $750,000 "," $112,360 "," $332,927 "," $908,568 "," $425,610 "," $4,266,318 "," $473,780 "," $272,162 "," $(3,237,683)",46%," $2,732,317 "," $5,970,000 "
"KO Sports, Inc.",Kurt Overhardt,02/15/1993,31,Robbie,Russo,Robbie Russo," $250,000 "," $282,600 "," $250,000 "," $121,400 ", $-   , $-   ," $280,000 "," $308,150 "," $320,000 "," $217,330 ", $-   , $-   ," $170,520 ",118%," $1,100,000 "," $929,480 "
"KO Sports, Inc.",Kurt Overhardt,08/16/1997,27,Simon,Ryfors,Simon Ryfors, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $125,000 "," $624,500 ", $-   , $-   ," $(499,500)",20%," $125,000 "," $624,500 "
"KO Sports, Inc.",Kurt Overhardt,02/23/1996,28,Nick,Schmaltz,Nick Schmaltz, $-   , $-   ," $3,000,000 "," $4,247,566 "," $3,000,000 "," $3,201,230 "," $6,000,000 "," $6,100,020 "," $4,500,000 "," $5,754,198 "," $7,500,000 "," $5,741,573 "," $(1,044,587)",96%," $24,000,000 "," $25,044,587 "
"KO Sports, Inc.",Kurt Overhardt,05/01/1994,30,Jaccob,Slavin,Jaccob Slavin," $5,500,000 "," $6,350,464 "," $5,500,000 "," $7,402,356 "," $3,900,000 "," $6,030,831 "," $6,000,000 "," $10,227,390 "," $5,500,000 "," $7,560,019 "," $5,500,000 "," $7,412,299 "," $(13,083,359)",71%," $31,900,000 "," $44,983,359 "
"KO Sports, Inc.",Kurt Overhardt,03/22/1982,42,Mike,Smith,Mike Smith," $5,000,000 "," $3,625,176 "," $2,000,000 "," $4,709,935 "," $1,500,000 "," $7,474,933 "," $1,900,000 "," $9,022,956 "," $2,500,000 ", $-   , $-   , $-   ," $(11,933,000)",52%," $12,900,000 "," $24,833,000 "
"KO Sports, Inc.",Kurt Overhardt,09/10/1997,27,Troy,Terry,Troy Terry, $-   , $-   , $-   , $-   ," $1,350,000 "," $2,059,696 "," $1,450,000 "," $7,224,625 "," $1,550,000 "," $5,893,356 "," $7,000,000 "," $5,066,287 "," $(8,893,964)",56%," $11,350,000 "," $20,243,964 "
"KO Sports, Inc.",Kurt Overhardt,02/26/1994,30,Jacob,Trouba,Jacob Trouba," $5,500,000 "," $5,675,830 "," $12,000,000 "," $2,608,554 "," $10,000,000 "," $1,992,682 "," $8,000,000 "," $7,113,562 "," $6,000,000 "," $4,434,115 "," $8,000,000 "," $3,604,977 "," $24,070,280 ",195%," $49,500,000 "," $25,429,720 "
"KO Sports, Inc.",Kurt Overhardt,02/25/1996,28,Dominic,Turgeon,Dominic Turgeon, $-   , $-   ," $80,000 "," $281,720 "," $115,000 "," $132,560 "," $155,000 "," $132,640 ", $-   , $-   , $-   , $-   ," $(196,920)",64%," $350,000 "," $546,920 "
"KO Sports, Inc.",Kurt Overhardt,08/14/1989,35,Kyle,Turris,Kyle Turris," $6,000,000 "," $2,099,247 "," $6,000,000 "," $2,368,119 "," $1,100,000 "," $(65,514)"," $2,200,000 "," $101,922 ", $-   , $-   , $-   , $-   ," $10,796,226 ",340%," $15,300,000 "," $4,503,774 "
"KO Sports, Inc.",Kurt Overhardt,06/23/1997,27,Austin,Wagner,Austin Wagner, $-   , $-   , $-   , $-   ," $900,000 "," $183,343 "," $1,100,000 "," $216,050 "," $1,400,000 "," $297,743 ", $-   , $-   ," $2,702,864 ",488%," $3,400,000 "," $697,136 "
Sports Professional Management Inc.,Lewis Gross,12/01/1991,33,Noel,Acciari,Noel Acciari," $750,000 "," $1,639,073 "," $2,000,000 "," $3,717,576 "," $1,500,000 "," $1,928,251 "," $1,500,000 "," $377,145 "," $1,250,000 "," $2,892,589 "," $2,500,000 "," $1,273,208 "," $(2,327,842)",80%," $9,500,000 "," $11,827,842 "
Sports Professional Management Inc.,Lewis Gross,11/24/1997,27,Marcus,Bjork,Marcus Bjork, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $375,000 "," $316,046 "," $58,954 ",119%," $375,000 "," $316,046 "
Sports Professional Management Inc.,Lewis Gross,06/18/1995,29,Andreas,Borgman,Andreas Borgman, $-   , $-   , $-   , $-   ," $250,000 "," $75,906 "," $350,000 "," $35,520 ", $-   , $-   , $-   , $-   ," $488,574 ",538%," $600,000 "," $111,426 "
Sports Professional Management Inc.,Lewis Gross,09/11/1996,28,Ross,Colton,Ross Colton, $-   , $-   , $-   , $-   ," $685,366 "," $2,742,852 "," $1,000,000 "," $5,594,686 "," $1,250,000 "," $2,823,337 "," $4,100,000 "," $2,896,666 "," $(7,022,175)",50%," $7,035,366 "," $14,057,541 "
Sports Professional Management Inc.,Lewis Gross,09/06/1991,33,Brian,Dumoulin,Brian Dumoulin," $4,100,000 "," $5,956,238 "," $4,100,000 "," $2,702,911 "," $4,100,000 "," $4,122,183 "," $4,100,000 "," $5,075,500 "," $4,100,000 "," $3,555,525 "," $3,300,000 "," $2,343,416 "," $44,227 ",100%," $23,800,000 "," $23,755,773 "
Sports Professional Management Inc.,Lewis Gross,07/22/1997,27,Joseph,Duszak,Joseph Duszak, $-   , $-   , $-   , $-   , $-   , $-   ," $150,000 "," $356,520 ", $-   , $-   , $-   , $-   ," $(206,520)",42%," $150,000 "," $356,520 "
Sports Professional Management Inc.,Lewis Gross,06/08/1991,33,Joel,Hanley,Joel Hanley," $430,488 "," $532,184 "," $492,683 "," $888,834 "," $504,878 "," $1,610,938 "," $750,000 "," $1,317,408 "," $750,000 "," $1,577,477 "," $775,000 "," $502,241 "," $(2,726,033)",58%," $3,703,049 "," $6,429,082 "
Sports Professional Management Inc.,Lewis Gross,12/21/1993,31,Alex,Iafallo,Alex Iafallo, $-   , $-   ," $2,400,000 "," $4,816,070 "," $2,450,000 "," $3,530,971 "," $3,500,000 "," $4,849,613 "," $4,400,000 "," $5,135,927 "," $4,400,000 "," $4,285,843 "," $(5,468,424)",76%," $17,150,000 "," $22,618,424 "
Sports Professional Management Inc.,Lewis Gross,04/12/1991,33,Torey,Krug,Torey Krug," $5,500,000 "," $9,007,934 "," $5,000,000 "," $6,436,047 "," $4,000,000 "," $4,823,841 "," $4,000,000 "," $8,278,898 "," $8,000,000 "," $3,096,048 "," $8,500,000 "," $3,725,792 "," $(368,560)",99%," $35,000,000 "," $35,368,560 "
Sports Professional Management Inc.,Lewis Gross,09/16/1997,27,Alex,Limoges,Alex Limoges, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $235,000 "," $645,902 "," $(410,902)",36%," $235,000 "," $645,902 "
Sports Professional Management Inc.,Lewis Gross,03/09/1994,30,MacKenzie,MacEachern,MacKenzie MacEachern," $135,610 "," $643,014 "," $750,000 "," $620,867 "," $900,000 "," $382,867 "," $900,000 "," $525,893 "," $276,220 "," $771,033 "," $775,000 "," $214,216 "," $578,939 ",118%," $3,736,829 "," $3,157,890 "
Sports Professional Management Inc.,Lewis Gross,03/02/1998,26,Alexander,Nylander,Alexander Nylander, $-   , $-   , $-   , $-   , $-   , $-   ," $874,125 "," $473,620 "," $453,659 "," $662,992 "," $775,000 "," $2,016,512 "," $(1,050,340)",67%," $2,102,784 "," $3,153,124 "
Sports Professional Management Inc.,Lewis Gross,11/12/2000,24,Shane,Pinto,Shane Pinto, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $775,000 "," $2,910,208 "," $(2,135,208)",27%," $775,000 "," $2,910,208 "
Sports Professional Management Inc.,Lewis Gross,03/19/1996,28,Chase,Priskie,Chase Priskie, $-   , $-   , $-   , $-   , $-   , $-   ," $70,000 "," $479,737 "," $350,000 "," $201,080 "," $350,000 "," $449,363 "," $(360,180)",68%," $770,000 "," $1,130,180 "
Sports Professional Management Inc.,Lewis Gross,10/27/1992,32,Brandon,Saad,Brandon Saad," $6,750,000 "," $4,751,111 "," $6,750,000 "," $4,493,023 "," $6,500,000 "," $4,205,109 "," $4,500,000 "," $7,285,626 "," $4,500,000 "," $4,210,714 "," $5,500,000 "," $4,876,324 "," $4,678,093 ",116%," $34,500,000 "," $29,821,907 "
Sports Professional Management Inc.,Lewis Gross,10/13/1998,26,Robin,Salo,Robin Salo, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $715,281 "," $850,000 "," $156,440 "," $728,279 ",184%," $1,600,000 "," $871,721 "
Sports Professional Management Inc.,Lewis Gross,03/07/2000,24,Rasmus,Sandin,Rasmus Sandin, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,200,000 "," $4,970,737 "," $1,600,000 "," $3,089,451 "," $(5,260,188)",35%," $2,800,000 "," $8,060,188 "
Sports Professional Management Inc.,Lewis Gross,06/08/1992,32,Conor,Sheary,Conor Sheary," $3,000,000 "," $2,792,179 "," $3,000,000 "," $2,707,327 "," $735,000 "," $2,872,397 "," $1,250,000 "," $4,818,053 "," $1,750,000 "," $4,486,221 "," $2,500,000 "," $1,246,517 "," $(6,687,694)",65%," $12,235,000 "," $18,922,694 "
Sports Professional Management Inc.,Lewis Gross,11/24/1998,26,Jeremy,Swayman,Jeremy Swayman, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,475,000 "," $11,748,399 "," $(8,273,399)",30%," $3,475,000 "," $11,748,399 "
"Sports Management Group, Inc.",Marc Levine,05/05/1992,32,Kyle,Criscuolo,Kyle Criscuolo," $225,000 "," $347,321 "," $200,000 "," $254,960 "," $150,000 "," $170,620 "," $170,000 "," $495,401 "," $190,000 "," $492,754 "," $330,000 "," $400,080 "," $(896,136)",59%," $1,265,000 "," $2,161,136 "
"Sports Management Group, Inc.",Marc Levine,04/20/1993,31,Shayne,Gostisbehere,Shayne Gostisbehere," $6,000,000 "," $4,290,652 "," $5,250,000 "," $2,270,798 "," $3,250,000 "," $2,710,112 "," $3,250,000 "," $5,584,340 "," $3,250,000 "," $5,805,318 "," $4,125,000 "," $6,272,227 "," $(1,808,447)",93%," $25,125,000 "," $26,933,447 "
"Sports Management Group, Inc.",Marc Levine,09/20/1992,32,Radim,Simek,Radim Simek," $225,000 "," $1,792,117 "," $700,000 "," $934,535 "," $2,450,000 "," $809,046 "," $2,450,000 "," $487,164 "," $2,150,000 "," $416,455 "," $1,950,000 "," $166,015 "," $5,319,668 ",216%," $9,925,000 "," $4,605,332 "
"Sports Management Group, Inc.",Marc Levine,08/01/1986,38,Anton,Stralman,Anton Stralman," $4,500,000 "," $3,199,883 "," $5,500,000 "," $2,773,880 "," $5,500,000 "," $1,536,480 "," $5,500,000 "," $2,947,005 "," $1,000,000 "," $72,893 ", $-   , $-   ," $11,469,859 ",209%," $22,000,000 "," $10,530,141 "
"International Sports Advisors Co., Inc.",Mark Gandler,12/27/1992,32,Christopher,Gibson,Christopher Gibson," $225,000 "," $464,245 "," $250,000 "," $135,698 "," $250,000 "," $145,149 "," $250,000 "," $83,604 "," $100,000 "," $51,560 ", $-   , $-   ," $194,744 ",122%," $1,075,000 "," $880,256 "
"International Sports Advisors Co., Inc.",Mark Gandler,06/07/1997,27,Denis,Gurianov,Denis Gurianov, $-   , $-   , $-   , $-   ," $2,200,000 "," $2,806,327 "," $2,900,000 "," $3,268,796 "," $2,900,000 "," $1,314,169 "," $850,000 "," $920,907 "," $539,801 ",106%," $8,850,000 "," $8,310,199 "
"International Sports Advisors Co., Inc.",Mark Gandler,04/29/1988,36,Jonathan,Toews,Jonathan Toews," $12,000,000 "," $8,865,887 "," $9,800,000 "," $7,465,457 "," $7,000,000 ", $-   ," $6,900,000 "," $3,265,433 "," $6,900,000 "," $2,233,719 ", $-   , $-   ," $20,769,504 ",195%," $42,600,000 "," $21,830,496 "
"International Sports Advisors Co., Inc.",Mark Gandler,09/02/1995,29,Aleksander,Barkov,Aleksander Barkov," $6,250,000 "," $11,351,592 "," $6,900,000 "," $7,499,411 "," $4,750,000 "," $8,143,414 "," $7,750,000 "," $13,555,285 "," $12,000,000 "," $10,857,677 "," $12,000,000 "," $13,716,377 "," $(15,473,756)",76%," $49,650,000 "," $65,123,756 "
"International Sports Advisors Co., Inc.",Mark Gandler,04/17/1995,29,Pavel,Buchnevich,Pavel Buchnevich, $-   , $-   ," $3,000,000 "," $4,765,139 "," $3,500,000 "," $5,108,988 "," $4,500,000 "," $10,015,533 "," $5,500,000 "," $7,016,743 "," $6,900,000 "," $5,969,539 "," $(9,475,942)",71%," $23,400,000 "," $32,875,942 "
"International Sports Advisors Co., Inc.",Todd Diamond,02/26/1992,32,Mikael,Granlund,Mikael Granlund," $5,500,000 "," $5,155,128 "," $6,500,000 "," $3,753,198 "," $3,750,000 "," $3,732,264 "," $4,000,000 "," $5,451,022 "," $5,000,000 "," $3,156,857 "," $6,000,000 "," $3,800,556 "," $5,700,975 ",123%," $30,750,000 "," $25,049,025 "
"International Sports Advisors Co., Inc.",Todd Diamond,02/06/1995,29,Ville,Husso,Ville Husso, $-   , $-   ," $277,439 "," $277,865 "," $750,000 "," $1,060,049 "," $750,000 "," $7,247,856 "," $4,750,000 "," $2,850,052 "," $4,750,000 "," $158,277 "," $(316,660)",97%," $11,277,439 "," $11,594,099 "
"International Sports Advisors Co., Inc.",Mark Gandler,01/13/1997,28,Ivan,Provorov,Ivan Provorov, $-   , $-   ," $6,750,000 "," $8,628,701 "," $4,750,000 "," $3,925,696 "," $7,125,000 "," $4,220,818 "," $4,750,000 "," $3,772,170 "," $8,500,000 "," $4,202,868 "," $7,124,747 ",129%," $31,875,000 "," $24,750,253 "
"International Sports Advisors Co., Inc.",Todd Diamond,03/26/2000,24,Andrei,Svechnikov,Andrei Svechnikov, $-   , $-   , $-   , $-   , $-   , $-   ," $6,000,000 "," $6,954,644 "," $7,000,000 "," $5,121,525 "," $9,000,000 "," $5,706,685 "," $4,217,146 ",124%," $22,000,000 "," $17,782,854 "
Future Sports LLC co Stowe Law PLLC,Mark Stowe,04/21/1986,38,Alexander,Edler,Alexander Edler," $4,500,000 "," $5,533,643 "," $12,000,000 "," $5,849,694 "," $10,000,000 "," $853,835 "," $3,500,000 "," $3,480,499 "," $750,000 "," $1,548,259 ", $-   , $-   ," $13,484,070 ",178%," $30,750,000 "," $17,265,930 "
"Wasserman Media Group, LLC",Markus Lehto,05/18/1997,27,Jack,Ahcan,Jack Ahcan, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $115,000 "," $298,330 "," $400,000 "," $272,240 "," $(55,570)",90%," $515,000 "," $570,570 "
"Wasserman Media Group, LLC",Markus Lehto,08/06/1997,27,Henrik,Borgstrom,Henrik Borgstrom, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $400,000 "," $267,552 ", $-   , $-   ," $132,448 ",150%," $400,000 "," $267,552 "
"Wasserman Media Group, LLC",Markus Lehto,09/30/1993,31,Anthony,Greco,Anthony Greco, $-   , $-   ," $150,000 "," $243,800 "," $200,000 "," $76,680 "," $225,000 "," $544,963 ", $-   , $-   , $-   , $-   ," $(290,443)",66%," $575,000 "," $865,443 "
"Wasserman Media Group, LLC",Markus Lehto,11/17/1996,28,Roope,Hintz,Roope Hintz, $-   , $-   , $-   , $-   ," $2,000,000 "," $5,472,544 "," $3,000,000 "," $10,114,208 "," $4,450,000 "," $14,917,502 "," $11,500,000 "," $10,255,995 "," $(19,810,249)",51%," $20,950,000 "," $40,760,249 "
"Wasserman Media Group, LLC",Markus Lehto,12/03/1995,29,Julius,Honka,Julius Honka, $-   , $-   , $-   , $-   ," $90,000 "," $30,320 ", $-   , $-   , $-   , $-   , $-   , $-   ," $59,680 ",297%," $90,000 "," $30,320 "
"Wasserman Media Group, LLC",Markus Lehto,05/05/1998,26,Olli,Juolevi,Olli Juolevi, $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $66,551 "," $175,000 "," $69,920 ", $-   , $-   ," $788,529 ",678%," $925,000 "," $136,471 "
"Wasserman Media Group, LLC",Markus Lehto,07/23/1996,28,Kasperi,Kapanen,Kasperi Kapanen, $-   , $-   ," $4,400,000 "," $3,258,971 "," $2,860,000 "," $4,432,140 "," $2,340,000 "," $3,953,937 "," $3,200,000 "," $3,638,502 "," $3,200,000 "," $1,528,959 "," $(812,509)",95%," $16,000,000 "," $16,812,509 "
"Wasserman Media Group, LLC",Markus Lehto,01/12/1998,27,Fredrik,Karlstrom,Fredrik Karlstrom, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $105,000 "," $379,791 "," $225,000 "," $584,819 "," $(634,610)",34%," $330,000 "," $964,610 "
"Wasserman Media Group, LLC",Markus Lehto,07/24/1992,32,Tanner,Kero,Tanner Kero," $800,000 "," $1,529,202 "," $300,000 "," $241,680 "," $350,000 "," $1,065,362 "," $350,000 "," $266,992 "," $375,000 "," $484,900 ", $-   , $-   ," $(1,413,136)",61%," $2,175,000 "," $3,588,136 "
"Wasserman Media Group, LLC",Markus Lehto,06/17/1995,29,Teemu,Kivihalme,Teemu Kivihalme, $-   , $-   , $-   , $-   ," $70,000 "," $100,400 "," $70,000 "," $41,760 ", $-   , $-   , $-   , $-   ," $(2,160)",98%," $140,000 "," $142,160 "
"Wasserman Media Group, LLC",Markus Lehto,02/25/1998,26,Joona,Koppanen,Joona Koppanen, $-   , $-   , $-   , $-   , $-   , $-   ," $112,683 "," $350,230 "," $226,829 "," $269,709 "," $465,854 "," $232,079 "," $(46,652)",95%," $805,366 "," $852,018 "
"Wasserman Media Group, LLC",Markus Lehto,04/28/1994,30,Joonas,Korpisalo,Joonas Korpisalo," $1,100,000 "," $379,502 "," $1,150,000 "," $9,012,125 "," $2,200,000 "," $370,763 "," $3,400,000 "," $(802,763)"," $1,300,000 "," $5,725,705 "," $4,000,000 "," $613,989 "," $(2,149,321)",86%," $13,150,000 "," $15,299,321 "
"Wasserman Media Group, LLC",Markus Lehto,07/06/2000,24,Jesperi,Kotkaniemi,Jesperi Kotkaniemi, $-   , $-   , $-   , $-   , $-   , $-   ," $6,100,035 "," $3,000,100 "," $4,000,000 "," $4,939,370 "," $4,500,000 "," $2,460,060 "," $4,200,505 ",140%," $14,600,035 "," $10,399,530 "
"Wasserman Media Group, LLC",Markus Lehto,09/23/1993,31,Petteri,Lindbohm,Petteri Lindbohm, $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $77,079 ", $-   , $-   , $-   , $-   ," $672,921 ",973%," $750,000 "," $77,079 "
"Wasserman Media Group, LLC",Markus Lehto,05/23/1994,30,Esa,Lindell,Esa Lindell," $2,200,000 "," $7,991,100 "," $7,000,000 "," $6,025,279 "," $4,800,000 "," $3,897,891 "," $7,000,000 "," $4,940,922 "," $6,000,000 "," $6,298,313 "," $5,000,000 "," $6,500,127 "," $(3,653,632)",90%," $32,000,000 "," $35,653,632 "
"Wasserman Media Group, LLC",Markus Lehto,03/09/1999,25,Ukko-Pekka,Luukkonen,Ukko-Pekka Luukkonen, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $613,415 "," $924,334 "," $925,000 "," $6,248,798 "," $(5,634,717)",21%," $1,538,415 "," $7,173,132 "
"Wasserman Media Group, LLC",Markus Lehto,04/27/1996,28,Niko,Mikkola,Niko Mikkola, $-   , $-   , $-   , $-   ," $787,500 "," $667,631 "," $787,500 "," $1,364,215 "," $1,900,000 "," $1,289,330 "," $3,000,000 "," $2,885,190 "," $268,634 ",104%," $6,475,000 "," $6,206,366 "
"Wasserman Media Group, LLC",Markus Lehto,05/07/1998,26,Jesse,Puljujarvi,Jesse Puljujarvi, $-   , $-   , $-   , $-   ," $900,000 "," $3,645,334 "," $1,450,000 "," $5,670,111 "," $3,000,000 "," $408,677 "," $775,000 "," $660,826 "," $(4,259,948)",59%," $6,125,000 "," $10,384,948 "
"Wasserman Media Group, LLC",Markus Lehto,06/04/1999,25,Valtteri,Puustinen,Valtteri Puustinen, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $632,317 "," $2,562,881 "," $(1,930,564)",25%," $632,317 "," $2,562,881 "
"Wasserman Media Group, LLC",Markus Lehto,03/31/1999,25,Jonas,Rondbjerg,Jonas Rondbjerg, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $277,439 "," $163,894 "," $775,000 "," $703,833 "," $184,712 ",121%," $1,052,439 "," $867,727 "
"Wasserman Media Group, LLC",Markus Lehto,02/28/1996,28,Brett,Seney,Brett Seney, $-   , $-   , $-   , $-   ," $271,951 "," $83,600 "," $274,390 "," $506,539 "," $417,073 "," $568,747 "," $489,634 "," $388,251 "," $(94,088)",94%," $1,453,049 "," $1,547,137 "
"Wasserman Media Group, LLC",Markus Lehto,01/01/1996,29,Joe,Snively,Joe Snively, $-   , $-   , $-   , $-   , $-   , $-   ," $114,146 "," $1,356,420 "," $750,000 "," $1,227,301 "," $850,000 "," $613,462 "," $(1,483,037)",54%," $1,714,146 "," $3,197,183 "
"Wasserman Media Group, LLC",Markus Lehto,03/17/1994,30,Antti,Suomela,Antti Suomela, $-   , $-   ," $200,000 "," $856,296 "," $350,000 "," $142,875 ", $-   , $-   , $-   , $-   , $-   , $-   ," $(449,171)",55%," $550,000 "," $999,171 "
"Wasserman Media Group, LLC",Markus Lehto,09/11/1994,30,Teuvo,Teravainen,Teuvo Teravainen," $2,860,000 "," $10,929,165 "," $6,250,000 "," $8,396,290 "," $4,250,000 "," $2,670,085 "," $5,875,000 "," $9,580,523 "," $4,750,000 "," $4,657,708 "," $5,875,000 "," $7,316,805 "," $(13,690,576)",69%," $29,860,000 "," $43,550,576 "
WIN Hockey Agency,Matt Keator,05/04/1989,35,Aaron,Dell,Aaron Dell," $2,200,000 "," $490,286 "," $1,600,000 "," $2,512,356 "," $800,000 "," $(148,161)"," $350,000 "," $463,328 "," $350,000 "," $272,081 "," $250,000 "," $100,408 "," $1,859,702 ",150%," $5,550,000 "," $3,690,298 "
WIN Hockey Agency,Matt Keator,04/09/1996,28,Ryan,Donato,Ryan Donato, $-   , $-   ," $1,650,000 "," $2,895,190 "," $2,150,000 "," $1,745,595 "," $750,000 "," $2,430,407 "," $1,200,000 "," $3,178,216 "," $2,000,000 "," $2,021,340 "," $(4,520,748)",63%," $7,750,000 "," $12,270,748 "
